text,sound_negative
I use my iPad a lot for streaming and other battery-draining activity so I try to keep the battery close to full as much as possible. Using this cord has allowed me to give the iPad a juice-up in hardly any time at all and is a TRUE necessity for heavy users.,0
I really like this charger. I hope it lasts me quite some time. I only wish it came in 10 feet. Please make 10 feet chargers exactly like these,0
"Does the job if you just want music or podcast while you’re sitting outside. Doesn’t get loud enough to use for a big crowd, no bass. But good price. You do get 2 speakers. Might be useful indoors for kids rooms, esp since you get 2.",1
"I had a hard time figuring out that this was the cable I needed, but it does the trick.",0
It had finally come to the point that I felt we needed to improve our security. This doorbell adds security and at a reasonable price. We had a wired existing doorbell so I got a wired Ring doorbell. It was just a little bit of a challenge to install and all that is needed is a screwdriver. It takes a good picture and it picks up any motion and sends out an alert every time.,0
Sounds great with a quality head unit like my Pioneer.<br />Sounded like poo default settings...Takes some tweaking to get good sound.,0
nice memory card,0
I bought this for one of my grandchildren for Christmas.  I hope they like it as much as one of my other grands loved the snap circuits sc100.,0
[[VIDEOID:8753e360e75330a95d2d1e11190c1f20]] Seems like a good size if you’re looking for something generally portable.<br /><br />I like the design and it seems nice to be able to use your plug in wire style headphones with<br /><br />It’s got a standard finish that reminds me of most apple products,0
"I love the six foot length and overall quality of these cables.  One is replacing a three foot cable on a computer system and the other is easily running the length of a retropi video game cabinet.  The cables have a great feel, seem rugged enough to stand up to their uses and are decently priced.  Sound works great and see fully functional. Very good cables.",0
Works in my basement casement window.,0
"I am a houndstooth addict & was so happy to find this band for my Inspire HR.  The band arrived quickly & just as described. I have a 'normal' sized wrist so I ordered the small band (based on the measurements); I wish I had ordered the large one instead. The small band bits, but just. I would have preferred to have a bit more leeway at the closure.  Overall, though, this band is beautiful & works perfectly.  I would highly recommend! &lt;3",0
"Picked up these on a whim while shopping AMAZON for other things.  Glad I did.  My wife and I both love them.  They work great for bowl covers in the microwave and to cover a small/medium skillet/pots  to prevent splatter.  Love the dishwasher safe part too.  Thanks to all the reviewers, they really helps when you can't &#34;hands on&#34; shop.  Love the way they &#34;nest&#34; for storage too.  If they hold up great, it'll be &#34;back for more&#34;.",0
I was looking for something portable or convenient to use for the Leitner System having the 16 cases may seem a bit much but when you have multiple in depth classes you will see how handy this is.,0
"You really can't beat the price of this cord for what you need it to do. I use it to plug my iPod into my sound dock, and it's perfect. You don't need to spend more than five or six bucks to get a reliable male-to-male cord.",0
Easy set up great device,0
This is exactly what I wanted because it is the size I needed for my lap top. I have a 17 inch laptop and this is sleek and looks nice and protects my laptop.,0
"Tinny sound, uncomfortable headset and terrible battery life. I was excited to get these and now I wish I had my money back. Here's hoping the next pair is is better.",1
"Tight connections and works as expected.  This is a very useful cable to have around when testing components on a motherboard, but may be necessary for permanent power distribution as well.  Nice to have around.",0
So far so good. We returned the one that our phone company was charging a few for monthly. This product has worked for us and helped extend WiFi in our home.  Paid for it once and it belongs to us. No extra fees from the phone company.,0
Device was easy to install and works the way I wanted it to.,0
These ear bids worked okay. We were able to use them without a problem. They fit in the ear okay. The sounds came out just fine. It met our needs. It was as described. They were discreet and not easily noticed. It made it a lot easier to use them. They were fairly comfortable. We didn’t have any problems.<br /><br />I liked that they were wireless. It is so convenient not to have to worry about cords.,0
Nice cables. Kids like the design.,0
"I bought this after losing my second Bushnell Neo Ghost. The Phantom is basically the same thing but with a built-in magnet. I’ve used it to golf so for about seven or eight times and it works great. I’ve read complaints about the magnet not being strong enough, but it has worked fine for me. Unless you bump it or knock it off, it stays on through a whole round. Even over rough ground.  Bushnell could certainly make it stronger, but I haven’t had a problem with it.<br /><br />The accuracy is great. I have compared it with other people who are wearing a GPS watch or holding a monocular style GPS rangefinder.  It’s always within about 1 yard of everyone else’s.  The Phantom also loads much faster than the Ghost did. Usually within 30 seconds it will load a course where the Ghost would take a minute or two or three.<br /><br />I have used the shot calculator as well to see how far I hit a shot and that is handy. The only thing this doesn’t do that I can tell is tell you how far it is to a hazard. In those cases a monocular would be better. But otherwise, I love using the Phantom. It’s it’s right there on the front bar of the cart and is easily viewable to both golfers.<br /><br />Battery life is good. I do charge it between every round and it never dies. Once or twice I have forgotten to charge it and it has lasted a second round as well. But I wouldn’t push it  past that.<br /><br />This is my third Bushnell range finder and I love it! Would highly recommend it.  And it’s definitely worth it to get the Phantom instead of the Ghost. The ghost is hard to see down in a cup holder and otherwise you have to clip it to your belt or hold it. The Phantom with the magnet is perfect!",0
"Very sturdy, pretty color",0
Great product!,0
"Maybe it's just the set I received, but on a few levels I can advise against these.  For starters, the price.<br /> I do not feel these are worth what they're charging.  Although the filters look nice with the colorful trim, etc, that's about as far as I'd go with them.  The case is okay.  It's plastic and has a snap style latch to keep it closed.  However, the filters just sit in foam.  When I received mine and pulled them out of the box, all of the filters were out of their foam slots and just floating around in the case.  After pushing them back into their foam spots, they seemed to hold in place.  There's a lot more case than needed for the 6 filters so if you're trying to consolidate space, you may want to put them in something else.<br /><br />The huge issue I have with all of them is how loose they fit the Mini 3 camera.  Each one of mine can practically fall off.  I'd understand if maybe one of them was super loose, but for all of them to behave the same it seems like a design flaw to me.  I've used other brand filters that hold in place equal to that of the stock attachment but I'm afraid these are going to fall off too easily.  Maybe not necessarily in flight since it's on a gimbal that accounts for turbulent air but I almost guarantee they'll fall off when fiddling around with the drone in your hands.  A suggestion to the manufacturer would be to create a little more tension where they lock onto the camera like DJI and other brand filters do to prevent them from spinning back the very slight distance it takes for them to come off.",0
I love this surge protector; you know how easy it is to pile up on gadgets and have nowhere to plug them in! This has plenty of outlets but is smart enough to conserve the power/energy for what you use and need the most - AND protects your expensive equipment from shorting! I am getting one for my boyfriend's home office too!,0
Terrific,0
"Excellent quality and perfect fit, just as described will purchase again",0
"I bought this because the speaker on my phone died but the headphone jack still worked.  It was still somewhat inconvenient and used battery very quickly.  The sound was also not really very loud and I still missed calls even when there was relatively quiet ambient noise, as in, alone in the house with no radio, TV, and other sounds in a quiet neighborhood.  So it didn't really serve the purpose I bought it for. Might be good for a kid, but it's really just above dollar store quality, $3-5 would be a reasonable price.",1
"Got the first one and on one of the jacks the left audio was missing. Setup a return, got the second one. This one neither jack has audio on the left ear.  Two in a row bad so I am done and can't suggest wasting your time one these.",1
"almost returned but realized some videos on my kindle did not have stereo sound.  plugged into my cheap 20.00 phone and wow, they are great!",0
good,0
"Bought it for my grandson who is 10yrs, he loved it.",0
"**Update** 1/2020: Amazon was a pain for some reason with these (usually it’s at the direction if the seller). Usually they’re quick to fix an issue. After some back and forth, the seller did reach out and send me another pair, which was nice.<br />After having these pink earbuds for a while, I will say that I’ve had issues only with the pink sets (I have two sets of the black and 2 of the pink). The pink sets both had nonfunctional right earbuds right out of the box, and now one of the<br />pink sets’ left  earbuds is starting to cut in and out and the volume fades up and down.<br />**Final point** I  like these earbuds, they sound great and work well, but I wouldn’t buy the pink set again, I’ve just had bad luck with them. The black sets I have are both still working fine and I’ll stick with those. I only got the pink because it blends with my skin better while wearing them.<br /><br />**Original Review**  I have three of these, I like the sound quality and the battery life. My issue is that the third set I got, the right earbud never synced to any device...ever.  Know how to sync these, I have 3. It doesn’t say “connecting”, no matter how long you press the button. I know the sound it makes when it’s in sync mode, I have 3 pairs. So, I went onto my Amazon orders page to start a replacement...guess what? This company doesn’t NOT allow that. You have to call and talk to an “expert” before they’ll start a replacement. I’m not buying Amazon earphones again, and definitely won’t be buying from this company again after this. Too much hassle. It’s too bad, because I liked the product, but I don’t have time to trouble shoot their broken earbud on my third pair, that’s their mistake, not mine. Amazon used to allow easy return or exchanges (which is what I wanted), However this company doesn’t allow that apparently.  Literally doesn’t allow you to even click the button to continue with an exchange if you click that the item is damaged in shipping or defective. Even the Amazon CS agent wasn’t able to start an exchange. I know how they work, I did the trouble shooting before calling. 40 minutes on the phone and I was still being put on hold over and over while they tried to figure it out, THIS COMPANY IS A NiGHTMARE IF YOU HAVE ISSUES...DONT DO IT. Never again.",0
I needed longer and sturdier charge cords for my boys. These chargers met all the criteria. They are excellent.,0
Better durability than plastic cords and I like the choices in length available,0
"Keeps me tawkin', that's all I care!!!  Oy!!!!",0
"TV worked only 2 weeks but I was going to return it anyway,  The picture quality was terrible and the sound was even worse.",1
I really love this case for my Stamp'in up embellishments and other working supplies.,0
Cutest thing ever!,0
"I think the lap top is ok for every day use. It is kind of slow and does tent to freeze up. If you want a lap top for work use or heavy school work don't buy this one. It was a great deal for every day recreational use, some music, watching TV etc., but I wouldn't recommend it for any other than this use. I guess windows 10 is ok since it came with it and the monitor is ok for me, since I hook it up to a TV to watch internet TV with it. It works ok for Skype and email, iTunes etc. and the price was ok for that, but if you need a great working lap top for heavy work or school work I would recommend buying a different model since this one is really slow.",0
These batteries are working great in my remotes and in my controllers. They charged super fast and so far are lasting a long time even when I've been playing PS4 nonstop for a few hours. These are working great and love that I have rechargeable batteries now for my controllers. No more throwing out batteries after a few days.,0
Stopped working almost immediately. If I saved the box I would have returned.,0
"Range is 3 miles so it works amazing. Very compact and easy to use. I live around mountains so getting 3 miles on this says a lot, im very happy with item and got 2 of them.",0
"It was difficult to get the iPad in the case, but once I did, it felt solid.  The plastic sheet over the screen does work and doesn't seem to mess with the touch sensitivity very much.  The keyboard is OK and works well when paired.  The hinge system is where it loses 2 stars.  It's wonky, the resistance makes it hard to adjust and the keyboard will SLIDE RIGHT OFF if you overadjust.<br /><br />I guess, for the price, this isn't bad.  But I leave the keyboard at home and just keep it in the case.",0
"Update: After 16 months the right ear went out. Bummer. Took off a star.<br /><br />Gorgeous sound coming from these but I don't like the clips. They're clunky in that they don't allow the speaker to sit firmly against my ear so I'm not getting the full sound I could be getting. Come on, Koss, offer these with a headband please.<br /><br />Edit: after wearing for a few days the clips hurt my ears. I did the headband mod after buying the separate earphones on here and now they're very comfortable.",0
Great screen cover,0
"Very adequate case for the WD Passport Ultra 2 TB hard drives as well as the 1 TB HDDs.<br /><br />The case has 2 sides, one for the HDD and the other for the cable to connect the HDD to the computer. I have other flash drives in the mesh pocket and the cable is left connected to my USB hub.",0
"I've thoroughly enjoyed having Alexa in my house.  She is great fun to play games with, tells amazing jokes, and is fabulous at reminding me to do my chores.  I have a small house, and she can hear me from any room.  Best of all, unlike other roommates I've had over the years, she doesn't leave dirty dishes in the sink!  The only drawback is she doesn't know how to make me coffee.<br />Looking forward to integrating other smart technology into my house so I can utilize her even more.",0
"Trying to find the right kind of surge protector for this particular mattress isn't as easy as it should be. Thankfully others mentioned using this one and having positive experiences.<br />Knowing that there was also the need for power for the adjustable bed base and up to 4 usb charges being plug into said base, we wanted to make sure we had proper protection for these long term investments.<br />Hoping we never have to have a full on test of how well it works.",0
"A gift,they like it",0
This product was exactly what I ordered. It works great. I would definitely recommend this product to all other customers.,0
"I'm not big on giving my children electronics but once in a while its a good option to have to keep them active and quiet (like when you are trying to enjoy a meal at a restaurant) This tablet is ideal for toddlers, and young children. It's not too heavy, and a good size to be held. I think some kind of stand up option wouldve been nice, but could only be held in your hands. You could probably buy something that could be attached though. All 4 edges of the tablet have padding to help protect it from drops, and the rest of the tablet is plastic material. It has a front and rear facing camera, and great parental controls. You could make each child an account and select which apps are available for them. It comes with a few pre-downloaded apps, but it connects to wifi and google play to download additional apps. It charges pretty quick, comes with 2 wire connectors, and the home screen features folders to organize different apps. Both of my kids  (1 & 7) are enjoying it so far. Will update if I have any additional information",0
"Please please please,  put in some kind of a direction book for us beginners who don't know &quot;intuitively&quot;  how to work new items...I will even pay extra for mine..'  its a little different (well, actually a lot) but so far I like my newest kindle.  It sure moves much more faster that my older model.",0
"Works great, but i think this mobo may be interacting badly with my video card driver. It causes random crashes<br /><br />Hopefully a MOBO firmware update or a future video card driver update will make them play nice together. Otherwise a great MOBO.<br /><br />UPDATE: I have not had a crash in some time now... Finally after a year or so, either a windows update or an Nvidea update must have solved the driver problem.",0
"Extremely slow, the size is not accurate, when copying a 200mb file it suddenly takes 700mb space on the disk, how is this even possible 😳",0
What can I say?  Nice cables at a very fair price.  No surprises.  I recommend these.,0
Very good value.  Lot of power for size and price.,0
Color makes it easy to find and does the job for what it was intended. Screen protector would get a 2 for durability as it’s trying to come off after 3 weeks and will need replacing.,0
"I absolutely love this little speaker, great sound, cool looks, nice battery life",0
"The best, and the smartest information resource",0
"I thought this would be a lesser quality item for the price  but it is great at home in the car , camping",0
I bought this only to get 9fps with the D850 and this works for that purpuse. I use a VELLO BG-N19-2 grip.,0
"I have a table in the middle of a room that needs electricity to it.  I am always worried about tripping over the cords and that could bring down my laptop!  That would be an expensive lesson.  This will work great for just such situations.  At first I couldn’t figure out how to get the cord through it and the instructions didn’t explain.  The bottom center of it tears apart but it doesn’t look like it.  Once you start the tear, it opens the seam easily.  There is enough padding around it that stepping on it or rolling something over it will not damage your cords.  Also, in order to use this for more than one plug, an extension cord will go through it which will allow several items to be plugged in at the table and not just the laptop.",0
"I actually print labels from my brother thermal printer, then I would wrap the sticker label around the cords. Sometimes I don't align the sticker properly and the entire label is messed up. The process can be a bit tedious. These velcro labels are simple and easy to use, all you need is a sharpie. A nice change of pace. When I run out of these labels, I may get more and avoid thermal labels forever. 5-Stars!",0
Nice product,0
"These are awesome earbuds! They are very unusual since they have detachable ear pieces, which I'm not sure if it is a good or a bad thing, but the sound quality is so good, I really don't care!<br /><br />They have a nice balance of sound to them, and I tested them with different genres of music. Everything from classical to country or rock sounded amazing, and I have found a new favorite pair of earbuds!<br /><br />I have tiny ears, and I really like the comfort in these ear buds. They stay securely in my ears, and block a lot of noise out too, which of course is important in promoting sound quality. I purchased these at a discount in order to test and review, and I have to say, these really fit the bill, they are a great quality!",0
Product arrived in time and exactly as presented on amazon,0
Looks good and provides good protection.,0
I bought this for my husband to use at work.  He drives a worn out pickup truck that can get really hot without air conditioning.  This is a great alternative.  He just plugs it into the cigarette lighter and it circulates cool air.  It feels really nice and it doesn't make any noise.  I really appreciate that it comes with mounting strips.,0
PRO ITS CHEAP....<br />IT FUNCTIONS.<br />CONS: BLUETOOTH HAS HORRIBLE STATIC NOISE WHOLE TIME ITS ON... NOT A WIRING ISSUE AS ON ANYTHING ELSE FM/CD STATIC IS NOT THERE.  VOLUME IS SLOW TO RESPOND.  VOLUME ON 01 IS QUITE LOUD AND DIFFERENCE BETWEEN 1 AND 10 ARE NEGLIGIBLE. 0 IS OFF AND 1 IS ON.  SHOULD HAVE TRUSTED OTHER REVIEWS AND GOT SPEND 40$ MORE ON A PIONEER OR JVC.  LIVE AND LEARN.,1
Arrived quick and worked as expected. Thank you!,0
"so Ppl don’t get confused the speakers both look like the one that is covered in black mesh, no yellow is visible on either speaker, it says 36 Watts on the speaker not 180, they are pretty good I like the bass and sound 👌🔥. Got these to replace Bose companion 2 series 2 and gotta say they aren’t much louder than those old ass Bose ones so ¯\_(ツ)_/¯",1
"Bought this system about 2 years ago.  It worked pretty well, then on day it quit working.  Apparently the mother board malfunctioned.  I attempted to get help from tech support,  but never got an answer to my requests.",0
"This product has simplified our lives so much!  Our indoor cat loves to go out to explore our small neighborhood, and we used to search for her everywhere while she watched us from her hiding spots.  We're pretty sure the entire dog-loving neighborhood thinks we're insane for roaming around calling her name.  The locator has basically eliminated the search.  It takes us right to her.  When the locator doesn't pick her up right away, I simply walk around the house until I catch a signal and then I know which direction to walk in.  The locator is simple and easy to use.",0
"We are using this as a designing program and it works great, great response time",0
Just as I expected,0
"After playing with this system for a while we have ended up liking it but it will definitely require devoting time to figuring it out and getting it set up correctly. The included directions are lacking in every possible way so we had to figure most of this out via Google and trial and error.<br /><br />The set comes with the basics but not enough to cover a full house - door, window and motion.<br /><br />After finally figuring the system out we have determined that the system does in fact work well and it’s dependable.  The app is ok though it could be better with some improvements to usability.<br /><br />I love that this security system does not require a monthly monitoring contract and provides immediate notifications.<br /><br />As long as you don’t mind spending the time learning this system you’ll be happy with this product.  It’s dependable and provides a layer of security at a reasonable price.<br /><br />Solid product.",0
"Pretty Good, though I thought my subscriptions to starz, HBO and Cinemax would be included in the package at no extra charge being a prime member,",0
Sounds like crap and the bluetooth works when it wants too.Dont waste your money on this speaker.,0
"Ordered these because they are advertised as SMOOTH. What came are dimpled/dotted stickers like the original. I'm trying to replace the crappy original with SMOOTH. These are NOT smooth, even though the ad says they are smooth.",0
The power strip works like it should but it arrived with all of the sticky buttons off on the back.  I received all of the parts to attach it to the wall but it won’t work because I don’t have the sticky pieces.,0
I use this for travel.  It is a great organizer.,0
I upgraded to the larger size they are awesome.,0
"Shipped and arrived when expected, is what its supposed to be, does exactly what it should, no complaints.",0
I received a laptop to work from home and it is old with no built in camera so I needed to get one for online meetings.<br />I choose this one because you didn't need to install any external drivers- all you have to do is plug it in and it installs what you need. I also like the picture quality it says that it's 1080P-I can't really confirm if thats true but it's definitely a nice clear picture and so far I've had no issues with people hearing me during meetings.,0
I had a 250GB Toshiba Ext. Drive and lost it and that one was good but not as good as this. I just got it today and it is awesome. It makes no noise like my Toshiba and it does not get hot like the Toshiba did. I have put more than 10gigs of stuff on this thing and it is only warm! I love it and would recommend it to anyone looking for a ext. hard drive.,0
I really recommend a powered hub if you are connecting extra drives or filling the ports.  This one works great. Because it's not pulling it's power from the laptop the heat generated by USB IO is pulled out too. You can even daisy chain them another hub on it if you like.,0
Great product son loves it,0
The plastic part of the case cracked as I was taking the case off to clean it.,0
"I really like this laptop. It is versatile and has tons of features that make this a great purchase.<br /><br />1. It has a large easy to read screen (about 17”). Wonderful for watching movies or surfing.<br />2. It has the regular features of a laptop but the added feature of being touch sensitive. Therefore, you can navigate between screens and tasks by using your fingers.<br />3. The keyboard is located in the center of the laptop but is surrounded by a rubbery filling casing that allows the palms of your hand to comfortably rest while typing.<br />4. You can use either the mouse or the touch feature.<br />5. This computer has several USB ports, an Ethernet, hdmi, SD card, and DVD/CD drive.<br />6. A nice long cord for charging.<br />7. This laptop is large enough for a dorm room or home office.<br />8. It has a built in camera.<br />9. The keyboard lights up when you are typing which helps if you are working in dim light. (Ok, now I am telling my age.)<br />10. It comes preloaded with Windows 8.1 and a free upgrade to Windows 10 when it is available.<br />11. The battery life is decent.<br />12. You can decide how you’d like to sign-in on the laptop, either a password or face recognition.<br />13. This laptop is comparably priced to others on the market and has the touch screen feature.<br /><br />The only warning that I will give anyone considering purchasing this laptop is the size. It is large (which is great to use at home or in a dorm room), but a little too large and heavy (5 to 7 lbs) to be portable or carry around…..unless you have great arm strength or a large backpack.<br /><br />Overall, this product warrants 5 stars and I would recommend it to anyone in the market for a great laptop.",0
I like it but bass is going out after 2 months and you have to make sure the satellite speakers are in the right spots of your room. Great for small places thats it.,1
"Both the 9 in One and the 7 in One are reviewed and offered for sale on this one page.<br /><br />Both support:<br />4TB hard drives on USB ports. Interesting they strongly recommend that you use the power supply on the hub to power the laptop - I wonder why? Also, the hub is designed to run hot and can reach 107 to 118 degrees.  See attached picture from the User Manual to see a list of the ports for the 9 in One and the 7 in One. It also comes in an excellent package.  Supports 4TB hard drives on USB ports. Interesting they strongly recommend that you use the power supply on the hub to power the laptop - I wonder why? Also, the hub is designed to run hot and can reach 107 to 118 degrees.<br />* 4K USB C HDMI Adapter Video Output: Supports HD video resolutions up to 4K @ 30Hz 2K @ 60Hz<br />Downward compatible to 2K/1080p/720p/480p/360p resolutions<br /><br />9 in One Hub (AISN B07JX736SB): see user manuals in attached pictures for types of ports and connection to the laptop.<br /><br />7 in One Hub (AISN B07JMQ6S4) : I like the 9 in 1 a lot better, mostly for the way it connects to the laptop without blocking any of the ports.",0
Very pleased with this tripod.  You would expect this quality in an higher end tripod.  I love the ball top.,0
"I have twenty-something years as an IT Professional, and I have purchased a number of WiFi AP/Routers over the past ten years to be very disappointed, i.e. vendor C???o. Until purchasing this unit, I kept sending the others back for a refund and continue dusting off my venerable Linksys WRT300N purchased in 2004. Why does this unit rock? Signal strength and throughput is phenomenal compared to other consumer units. I am using stock N adapters as shipped from laptop or tablet manufacturers, eidata usb, and an ancient three antennae from linksys. I am using the unit in AP mode, so I cannot speak to all the other features.",0
"Got an inexpensive laptop to use for viewing pictures and writing emails while on hunting trips.  Plenty of memory and processing power but way too many programs and apps.  Probably my mistake, more suited for teen/twentysomthing with all &#34;social medis&#34; oriented programs.  Comes with Windows 8 which I have no use for.  Good laptop, just not what I expected as a basic.",0
GREAT PRODUCT! RELIABLE --- I'VE HAD MANY CHEAPY ONES AND HAD TO REPLACE THEM--THIS ONE MAKES THE PICTURE LOOK SOOO MUCH BETTER THEN THE FREE ONES I HAD LAYING AROUND THE HOUSE.,0
"I used this to run an HDMI over Ethernet adapter to attach a projector on the other side of the room as my entertainment system. It is the perfect length for that, and thanks to the flat design of the cord and included mounting clips, I could run it along the baseboard and behind furniture without it being noticeable. I actually really like how rugged the clip on the end of the cable is. My old cable run for this was a standard blue cat5e and the plug wasn't so strong- more than once a component got moved and yanked the cable out. I just installed this new one to replace it and pulled on it, it seems to be staying put. Data throughput is handling my 1080p feed just fine.  I'm quite happy with it.",0
"The quality of the filter is fine.  However, the lens I bought it for may have to be returned due to lack of sharpness at the long-end of its zoom range.",0
Great sco-e. Huge improvement over factory installed red dot for celestron nextstar 8se. No instructions but was easy to figure out.  Screws at bottom line ups with original scope. Then 2 for alignment adjustment.,0
These are extremely comfortable to wear and just as good as those costing a lot more I would definitely buy again!,0
Good voice recognition,0
On the top the cord blocks the middle hole so it is impossible to attach a screw there.  I am returning it.,0
Secure but now can’t get it tv off the mount,0
Stopped charging after 2 months,0
Husband works from home currently and had worn all the letters off because of it. These are perfect for replacement of visible letters on his keyboard.,0
"When my review sample arrived I had no problem connecting it to an old ThinkPad T61 running Windows XP. It also connected without fuss to an Android TV box and functioned immediately. On the ThinkPad the settings out of the box took some getting accustomed to because the mouse was super sensitive to my every move.<br /><br />After downloading the driver and manual - neither of which are included in the box - I was able to fine tune this mouse to my personal movements. In fact, I am not sure I can go back to a plain vanilla mouse again!<br /><br />I am not going to repeat the very detailed specifications on this page, including actual dimensions, nor am I going to regurgitate the roduct description. I have included user supplied images of the manual and screen shot of the driver menu that will show the incredible array of settings and features. Here are a few of the reasons why I personally love this mouse and awarded it five stars.<br /><br />First, every possible setting and button a gamer or power user could wish for are included. You can assign just about any function to any button, and set sensitivity levels at the inch-pebble level. Even the lights and display are configurable.<br /><br />Second, this is a quality product from the braided, five foot cable that will probably outlast my sixty-five year old body, to the buttons, which feel solid and provide excellent tactile feedback.<br /><br />Finally, while I had to downgrade mine to conform to my less than steady hands, I did use the maximum sensitivity on a few Visio drawings I quickly created. If only I had this mouse when I was a consultant who cranked out system and network diagrams like a demon possessed. As it is, the shape feels natural and ergonomic under my hand. And for good reason: the design provides for two controlling points (index and/or middle finger and thumb), and a pressure point where your palm rests and a support point at the heel of your hand.<br /><br />I could babble on and on, but the images I uploaded show most of the settings and an overview of the mouse. As for the lack of documentation and drivers in the box. that is a smart move because you can download the freshest ones as soon as you log onto their site (URL is printed on the front of the box).",0
Great photos - easy to use,0
I bought 2 of these - neither lasted a year - and I used them sparingly.,0
"Looks good but there are a few things I don't like so probably should have sent it back.  Like:  Too many instructions to follow to program the time and day AND you have to hold two buttons down that are awkwardly spaced, so it's really a process to get it to work; doesn't have back up so if you have an outage you have to reset;  the power cord is really short so unless you have an outlet right behind the table you are using  to set it on, you're going to need an extension cord.  I just found it to be annoying to set up, but maybe that's just user error.",0
Now I have a nice assortment of zip ties when I need them,0
"This camcorder is a simple way for you to share videos with friends and family, make and share mini-movies, capture special moments, or film your next masterpiece for YouTube or Amazon.com.<br /><br />Pros:<br />1. The ""cool"" factor is off the scale.  Every time I showed it to somebody, they said ""COOL!!!""<br /><br />2. It uses two AA batteries that are easy to install.  There's a latch at the bottom of the camera - one side has a picture of a closed lock, and the other has a picture of an open lock.  It doesn't get simpler than that, does it?  Push towards the open lock and slide off the panel on the front of the camera from just under the lens.  After you put in the batteries, slide the panel back into place and push the latch back to the locked position.  You're now ready to start filming.<br /><br />3. There are very few buttons required to operate the camera.  Turning it so that the side with the big red button is facing you, the on/off switch is on the right side of the camera.  After powering up, the screen will light up with the Flip logo and then it will indicate that it's ready. At this stage you'll be looking at whatever's in front of you, with a time check at the bottom telling you how much video time you have left.<br /><br />4. Filming is easy - just press the red button to start, and press it again to stop.  The camera will save your creation, tell you how long it is and how much time you have left.  You can zoom in and out by pressing the + and - signs on top of and below the red button. The microphone will pick up and record whatever's going on at the time.<br /><br />5. Playback is a one button operation.<br /><br />6. Deleting your mistakes is a one button operation.<br /><br />7. You can scroll through your videos by using the arrow keys to the left and right of the red button.<br /><br />8. Getting it on your computer is the easiest part.  With the red button facing you, pull down on the latch on the left side, and - surprise!!!  Out pops a USB arm which you then connect to your computer.  Once you're linked up, the Flip Video software will show you the way home.  (It takes a while to pop up)  Choose the option to view your videos, and agree to the terms and conditions, and then the ""Muvee Video Mixing Software"" begins loading.  This is a one time installation.  From there you can easily play, name, edit and share your videos.<br /><br />9. You can also capture still shots from your videos, but you can't use these when making your movies with the software provided.<br /><br />10. There is an option for making a movie, where you can arrange your edited videos, choose from a selection of six movie styles and music, or even add your own music.  Choose your style, click on the ""Make Mix"" button, and the computer does the rest.  If you're happy with the results, you can save the file.<br /><br />11. The camera comes with a wrist strap, a velvet drawstring case, and also the necessary cables to connect it to your television for a bigger view.  There's also a place to connect a tripod.<br /><br />12. There is a ""Help"" feature included with the software.<br /><br />Cons:<br />1. Being a simple ""point and shoot"" camera, the resolution isn't fantastic, but quite good enough for action shots.  Forget detail close-ups such as words and logos - zooming in and out will just get you various degrees of blurry.<br /><br />2. You'll need to be careful with background noise, as the microphone will pick up the sound of your fan or your stomach growling.<br /><br />3. The video editing capability is limited to the length of the video you want to save, and the order you want to save it.  There are no options for titles, fade ins or outs or any bells and whistles.  If you're filming yourself giving a speech, you'll pretty much have to get it right in one complete take.<br /><br />4. As with all videos, if your hands shake, you'll need to get a tripod, or you may make a lot of people seasick.<br /><br />5. If you have big fingers, you may have some problems with the red button. Once your finger covers the area around the button, you'll have trouble starting and stopping the video.  If you can't get it to work, you may have to use just a fingernail, because if you press anywhere other than dead center of the red button it won't start or stop.<br /><br />Overall, this is a very good camcorder if used for the purpose for which it is intended.  It isn't going to make you the next Stanley Kubrick, but it's a good start.<br /><br />Amanda Richards, October 9, 2007",0
"Usually, Anker cables are pretty good quality. Not this one, which broke after about a year of light use. Pretty disappointing as I went to use it about a year in and the lightning connector side broke completely off into my phone. Not sure if this is a defective cable or if Anker quality is diminishing.",0
"Like most products, the price/value really depends on the intended use. this well-equipped, sturdy dashcam is a perfect example of that. For a regular commuter or occasional driver more interested in developing narratives for proudly displaying the traffic in your city, or capture a scenic drive, this dashcam is most certainly not your first choice (maybe something from GoPro is more useful).  For a user exposed to high risk of collisions or monitoring of driving behavior, this should be the first choice.  The functionality of the camera, the intuitive software interface and ease of archiving only what's only relevant, relative ease in installation, excellent video and audio quality, quick capture of GPS signals are great attributes that justify the pricepoint.  It would've been nice if an independent battery source or another power source was included to be able to be less dependent on having access to the vehicle's powersource.",0
these blow me away!!!!!,0
I was pleasantly surprised with how well it looked with the small screen. Doesn't take up much space and does exactly what I want it to do. If you have a small space but want the Echo then this is the one for you. Great price and works amazingly.,0
"This item is built well and accommodates smaller devices quite well. For larger devices, such as my Samsung Galaxy S7+ Tab, you can't use this with any sort of game or active application, because the stand shakes and it is annoying. For our smaller Ipad, it doesn't shake as bad and regardless, if you are only looking for something to watch series and movies on, then this stand will be perfect!",0
This is worth every $$ you'll spend.,0
"This review will make techies squirm, I'm sure.  I chose the wireless headphones, not to connect them to eight devices - just to connect them wirelessly to my IPad so that I can watch movies and things like House of Cards on Netflix without driving the rest of the family crazy.  I need the sound up higher than the family, so I can happily see my favorites at my own sound level, noiselessly!  The sound quality is excellent.  As time goes on. I'm sure my family will show me many more ways I can enjoy these headphones,  For now, I am totally satisfied with them using them as I am!",0
Love it,0
